DC;Anticipation;1;100;1.08815789473684;1.24789473684211;1.27578947368421;11.13
DC;Anticipation;1;100;1.13473684210526;1.22710526315789;1.34894736842105;9.75
DC;Anticipation;2;100;1.18578947368421;1.18736842105263;1.37421052631579;9.09
DC;Anticipation;2;100;1.17447368421053;1.17868421052632;1.37526315789474;9.39
GK;Reflexes;1;100;1.18842105263158;1.25526315789474;1.31973684210526;10.35
GK;Reflexes;1;100;1.14578947368421;1.25;1.25921052631579;11.18
GK;Reflexes;2;100;1.17263157894737;1.26447368421053;1.32026315789474;9.96
GK;Reflexes;2;100;1.14236842105263;1.28052631578947;1.27052631578947;10.62
