GK;All;1;100;1.145;1.35236842105263;1.22815789473684;11.87
GK;All;20;100;1.14605263157895;1.07657894736842;1.40157894736842;8.93
GK;Acceleration;1;100;1.16921052631579;1.21184210526316;1.36184210526316;9.39
GK;Acceleration;5;100;1.17473684210526;1.21157894736842;1.35394736842105;9.81
GK;Acceleration;20;100;1.14052631578947;1.22973684210526;1.29473684210526;10.73
GK;Aggression;1;100;1.12421052631579;1.20710526315789;1.33078947368421;9.91
GK;Aggression;5;100;1.16342105263158;1.20447368421053;1.33657894736842;9.91
GK;Aggression;20;100;1.16763157894737;1.19868421052632;1.34526315789474;9.73
GK;Agility;1;100;1.18631578947368;1.23368421052632;1.34815789473684;9.63
GK;Agility;2;100;1.17184210526316;1.26842105263158;1.30026315789474;10.4
GK;Agility;3;100;1.14447368421053;1.25394736842105;1.28368421052632;10.7
GK;Agility;4;100;1.19;1.23815789473684;1.36763157894737;9.21
GK;Agility;5;100;1.18921052631579;1.22131578947368;1.36842105263158;9.42
GK;Agility;6;100;1.20763157894737;1.25342105263158;1.34447368421053;9.76
GK;Agility;7;100;1.14631578947368;1.23868421052632;1.31578947368421;10.19
GK;Agility;8;100;1.15184210526316;1.22315789473684;1.34368421052632;9.96
GK;Agility;9;100;1.19157894736842;1.21921052631579;1.36157894736842;9.59
GK;Agility;10;100;1.18131578947368;1.21815789473684;1.37263157894737;9.68
GK;Agility;11;100;1.17868421052632;1.21552631578947;1.37105263157895;9.48
GK;Agility;12;100;1.17105263157895;1.22315789473684;1.35894736842105;9.54
GK;Agility;13;100;1.17394736842105;1.21894736842105;1.37105263157895;9.55
GK;Agility;14;100;1.15736842105263;1.19447368421053;1.35263157894737;9.76
GK;Agility;15;100;1.15078947368421;1.185;1.34631578947368;9.59
GK;Agility;16;100;1.18763157894737;1.16815789473684;1.41710526315789;8.86
GK;Agility;17;100;1.13815789473684;1.195;1.31184210526316;10.5
GK;Agility;18;100;1.19;1.19026315789474;1.37;9.48
GK;Agility;19;100;1.19736842105263;1.185;1.38184210526316;9.11
GK;Agility;20;100;1.15842105263158;1.19342105263158;1.34447368421053;9.72
GK;Anticipation;1;100;1.135;1.20052631578947;1.35789473684211;9.81
GK;Anticipation;3;100;1.17605263157895;1.17289473684211;1.39289473684211;9.04
GK;Anticipation;5;100;1.15421052631579;1.19342105263158;1.37289473684211;9.23
GK;Anticipation;7;100;1.18815789473684;1.19105263157895;1.37657894736842;9.32
GK;Anticipation;9;100;1.15026315789474;1.22447368421053;1.33184210526316;9.91
GK;Anticipation;11;100;1.15815789473684;1.20631578947368;1.32657894736842;9.9
GK;Anticipation;13;100;1.17368421052632;1.23263157894737;1.36131578947368;9.41
GK;Anticipation;15;100;1.13684210526316;1.17342105263158;1.37552631578947;9.18
GK;Anticipation;20;100;1.19052631578947;1.22052631578947;1.36605263157895;9.7
GK;Balance;1;100;1.20710526315789;1.22;1.39421052631579;8.91
GK;Balance;5;100;1.16736842105263;1.20078947368421;1.35763157894737;9.8
GK;Balance;10;100;1.16368421052632;1.17131578947368;1.35473684210526;9.51
GK;Balance;15;100;1.13157894736842;1.19578947368421;1.32736842105263;10.18
GK;Balance;20;100;1.16078947368421;1.18736842105263;1.34763157894737;9.71
GK;Bravery;1;100;1.16210526315789;1.23078947368421;1.34947368421053;9.61
GK;Bravery;2;100;1.16789473684211;1.22736842105263;1.34894736842105;9.75
GK;Bravery;3;100;1.17631578947368;1.22947368421053;1.34710526315789;9.92
GK;Bravery;4;100;1.14421052631579;1.21815789473684;1.31947368421053;10.5
GK;Bravery;5;100;1.15973684210526;1.19184210526316;1.35526315789474;9.65
GK;Bravery;6;100;1.16578947368421;1.22184210526316;1.33710526315789;9.89
GK;Bravery;7;100;1.19894736842105;1.19473684210526;1.38105263157895;8.99
GK;Bravery;8;100;1.22052631578947;1.22447368421053;1.38815789473684;9.26
GK;Bravery;9;100;1.17078947368421;1.20026315789474;1.37421052631579;9.62
GK;Bravery;10;100;1.16473684210526;1.18105263157895;1.35552631578947;9.75
GK;Bravery;11;100;1.17842105263158;1.22552631578947;1.36131578947368;9.59
GK;Bravery;12;100;1.12947368421053;1.22184210526316;1.30447368421053;10.61
GK;Bravery;13;100;1.15947368421053;1.18473684210526;1.36078947368421;9.72
GK;Bravery;14;100;1.15763157894737;1.21473684210526;1.33105263157895;10.19
GK;Bravery;15;100;1.17368421052632;1.20184210526316;1.34973684210526;9.58
GK;Bravery;16;100;1.18842105263158;1.21578947368421;1.36263157894737;9.42
GK;Bravery;17;100;1.17289473684211;1.21710526315789;1.36342105263158;9.7
GK;Bravery;18;100;1.15578947368421;1.19184210526316;1.33894736842105;9.75
GK;Bravery;19;100;1.165;1.16184210526316;1.38894736842105;9.25
GK;Bravery;20;100;1.16684210526316;1.16868421052632;1.38131578947368;9.2
GK;Consistency;1;100;1.16684210526316;1.20052631578947;1.365;9.36
GK;Consistency;5;100;1.15868421052632;1.18947368421053;1.34815789473684;9.47
GK;Consistency;20;100;1.15684210526316;1.19605263157895;1.35421052631579;9.69
GK;Corners;1;100;1.16578947368421;1.19;1.35921052631579;9.62
GK;Corners;5;100;1.17631578947368;1.22052631578947;1.34842105263158;9.81
GK;Corners;20;100;1.18447368421053;1.19105263157895;1.36868421052632;9.56
GK;Crossing;1;100;1.16526315789474;1.215;1.34631578947368;9.66
GK;Crossing;11;100;1.16894736842105;1.22394736842105;1.35263157894737;9.59
GK;Crossing;20;100;1.15605263157895;1.19631578947368;1.35921052631579;9.56
